id,registration_type,industry,transaction_type,amount,ledger_balance,available_balance,date,difference,churn
39273,Enterprise,Digital Services,credit,1.0,0.0,0.0,2022-07-22,92,0
39324,Enterprise,Others,credit,500.0,0.0,0.0,2022-07-28,157,0
39347,Enterprise,Fashion & Beauty,credit,500.0,0.0,0.0,2022-07-31,154,0
39370,Enterprise,Agriculture,credit,26.88,0.0,0.0,2022-08-04,122,0
39375,Enterprise,Financial Services,credit,100.0,0.0,0.0,2022-07-27,158,0
39376,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-08-24,122,0
39400,Enterprise,Restaurant and Food,credit,2.0,-1.13,-1.13,2022-07-27,15,0
39405,Enterprise,Financial Services,credit,1.0,0.0,0.0,2022-07-28,75,0
39427,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-07-31,153,0
39428,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-07-26,153,0
39438,Enterprise,General Services,credit,3.0,-4.88,-4.88,2022-07-23,4,0
39453,Enterprise,Technology,credit,100.0,0.0,0.0,2022-07-20,165,0
39470,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-07-22,153,0
39566,Enterprise,Financial Services,credit,2.0,0.0,0.0,2022-07-22,153,0
39607,Limited Liability,E-Commerce,credit,1.0,0.0,0.0,2022-07-30,10,0
39769,Sole Proprietorship,Restaurant and Food,credit,3.0,0.0,0.0,2022-07-25,122,0
39787,Enterprise,Food & Beverage,credit,9.0,0.0,0.0,2022-07-19,153,0
39801,Enterprise,Others,credit,2.0,0.0,0.0,2022-07-20,153,0
39837,Enterprise,Food & Beverage,credit,5000.0,0.0,0.0,2022-07-26,159,0
39902,Enterprise,Fashion & Beauty,credit,3000.0,0.0,0.0,2022-08-11,142,0
39911,Enterprise,Agriculture,credit,2000.0,0.0,0.0,2022-08-09,144,0
39987,Enterprise,General Services,credit,3.0,-62.91,-62.91,2022-07-19,92,0
39993,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-07-22,153,0
40006,Sole Proprietorship,Travel & Hospitality,credit,26.88,0.0,0.0,2022-08-12,10,0
40023,Sole Proprietorship,Fashion & Beauty,credit,5000.0,0.0,0.0,2022-07-24,109,0
40172,Enterprise,General Services,credit,1.0,0.0,0.0,2022-07-30,122,0
40254,Sole Proprietorship,General Services,credit,1000.0,0.0,0.0,2022-07-22,158,0
40271,Enterprise,Technology,credit,500.0,0.0,0.0,2022-07-21,160,0
40280,Enterprise,Others,credit,2.0,0.0,0.0,2022-08-10,122,0
40317,Enterprise,Digital Services,credit,2.0,0.0,0.0,2022-07-22,153,0
40344,Limited Liability,General Services,credit,12000.0,0.0,0.0,2022-09-19,104,0
40348,Enterprise,Food & Beverage,credit,1.0,0.0,0.0,2022-08-05,31,0
40350,Enterprise,General Services,credit,7.0,-11.38,-11.38,2022-07-21,14,0
40359,Enterprise,Electronics,credit,2.0,0.0,0.0,2022-07-23,153,0
40365,Enterprise,Others,credit,2000.0,0.0,0.0,2022-07-26,159,0
40411,Sole Proprietorship,Electronics,credit,10.75,-1622.02,-1622.02,2022-07-21,16,0
40446,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-07-25,153,0
40469,Enterprise,Technology,credit,1.0,0.0,0.0,2022-07-27,31,0
40480,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-07-22,153,0
40597,Limited Liability,Financial Services,credit,3.0,0.0,0.0,2022-08-03,22,0
40612,Enterprise,Auto Parts,credit,9.95,0.0,0.0,2022-07-29,31,0
40647,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-07-26,153,0
40657,Enterprise,General Services,credit,1000.0,0.0,0.0,2022-08-07,147,0
40671,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-08-07,122,0
40680,Enterprise,Financial Services,credit,2.0,0.0,0.0,2022-08-09,122,0
40692,Enterprise,Food & Beverage,credit,1.0,0.0,0.0,2022-08-11,122,0
40702,Sole Proprietorship,Agriculture,credit,7.0,0.0,0.0,2022-07-26,6,0
40718,Enterprise,Technology,credit,4.0,0.0,0.0,2022-07-27,153,0
40799,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-07-26,153,0
40819,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-07-25,153,0
40959,Enterprise,Agriculture,credit,2.0,0.0,0.0,2022-09-05,92,0
41046,Enterprise,Technology,credit,1.0,0.0,0.0,2022-07-28,153,0
41131,Enterprise,Financial Services,credit,3.0,0.0,0.0,2022-08-06,31,0
41136,Limited Liability,Leisure & Entertainment,credit,26.88,0.0,0.0,2022-07-29,2,0
41145,Sole Proprietorship,Construction,credit,53.75,0.0,0.0,2022-08-05,122,0
41173,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-07-26,153,0
41215,Enterprise,Food & Beverage,credit,1000.0,0.0,0.0,2022-08-10,143,0
41250,Enterprise,Food & Beverage,credit,1.0,0.0,0.0,2022-08-12,61,0
41326,Partnership,Fashion & Beauty,credit,10.75,0.0,0.0,2022-07-28,122,0
41356,Enterprise,Digital Services,credit,10.75,0.0,0.0,2022-08-04,122,0
41364,Limited Liability,Technology,credit,8.0,0.0,0.0,2022-09-22,23,0
41426,Enterprise,Construction,credit,2.0,0.0,0.0,2022-07-27,153,0
41427,Limited Liability,Agriculture,credit,10.75,-7987.4,-7987.4,2022-07-31,7,0
41498,Enterprise,General Services,credit,1.0,0.0,0.0,2022-08-01,122,0
41548,Sole Proprietorship,General Services,credit,12000.0,0.0,0.0,2022-07-28,157,0
41550,Limited Liability,Others,credit,0.0,-1364.61,-1364.61,2022-08-04,13,0
41690,Enterprise,Auto Parts,credit,2.0,0.0,0.0,2022-07-28,153,0
41754,Enterprise,Financial Services,credit,2.0,0.0,0.0,2022-07-28,153,0
41812,Enterprise,Construction,credit,1.0,0.0,0.0,2022-08-10,92,0
41815,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-08-03,90,0
41831,Enterprise,General Services,credit,10.75,0.0,0.0,2022-08-03,1,0
41932,Enterprise,Technology,credit,1.0,0.0,0.0,2022-08-24,122,0
41960,Enterprise,Others,credit,2.0,0.0,0.0,2022-10-10,61,0
41991,Limited Liability,Technology,credit,12000.0,0.0,0.0,2022-08-11,143,0
41994,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-08-31,122,0
42147,Enterprise,Agriculture,credit,2.0,0.0,0.0,2022-08-19,122,0
42220,Enterprise,Electronics,credit,4.0,0.0,0.0,2022-08-23,122,0
42229,Enterprise,Fashion & Beauty,credit,2000.0,0.0,0.0,2022-09-04,119,0
42239,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-09-03,92,0
42244,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-08-14,122,0
42246,Enterprise,Press & Media,credit,1.0,0.0,0.0,2022-08-08,122,0
42273,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-08-29,122,0
42279,Enterprise,Digital Services,credit,2.0,0.0,0.0,2022-08-31,122,0
42345,Enterprise,Others,credit,2.0,0.0,0.0,2022-08-14,122,0
42348,Limited Liability,Technology,credit,26.88,0.0,0.0,2022-08-05,1,0
42356,Sole Proprietorship,Others,credit,10.75,-4691.69,-4691.69,2022-08-08,31,0
42414,Enterprise,Others,credit,2000.0,0.0,0.0,2022-08-06,148,0
42445,Sole Proprietorship,General Services,credit,10.75,0.0,0.0,2022-08-07,2,0
42529,Enterprise,Technology,credit,10.75,0.0,0.0,2022-08-04,122,0
42531,Enterprise,E-Commerce,credit,2.0,0.0,0.0,2022-08-06,61,0
42546,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-08-06,31,0
42549,Enterprise,Financial Services,credit,10.75,0.0,0.0,2022-08-12,130,0
42554,Limited Liability,Technology,credit,12000.0,0.0,0.0,2022-08-06,148,0
42676,Limited Liability,General Services,credit,11.0,0.0,0.0,2022-08-05,92,0
42783,Sole Proprietorship,Technology,credit,10.0,-229.06,-229.06,2022-08-11,1,0
42808,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-08-05,98,0
42816,Enterprise,Digital Services,credit,2.0,-22.51,-22.51,2022-08-10,61,0
42892,Enterprise,General Services,credit,100.0,0.0,0.0,2022-08-05,149,0
42905,Enterprise,Utilities,credit,0.01,-6.07,-6.07,2022-08-09,31,0
42958,Limited Liability,Technology,credit,114000.0,0.0,0.0,2022-12-12,20,0
43003,Limited Liability,Financial Services,credit,12000.0,0.0,0.0,2022-08-08,145,0
43027,Enterprise,Food & Beverage,credit,2000.0,0.0,0.0,2022-09-15,108,0
43041,Enterprise,Others,credit,2.0,0.0,0.0,2022-08-16,122,0
43069,Limited Liability,Hospitals & Health,credit,10.75,0.0,0.0,2022-08-10,1,0
43161,Enterprise,Press & Media,credit,10.75,0.0,0.0,2022-08-09,122,0
43182,Limited Liability,Technology,credit,10.75,0.0,0.0,2022-09-08,42,0
43252,Sole Proprietorship,Others,credit,12000.0,0.0,0.0,2022-09-17,106,0
43295,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-08-15,31,0
43348,Enterprise,Press & Media,credit,0.99,-403.52,-403.52,2022-10-14,31,0
43497,Enterprise,Agriculture,credit,8.0,0.0,0.0,2022-09-01,92,0
43543,Limited Liability,Logistics,credit,10.75,-4293.09,-4293.09,2022-08-13,3,0
43614,Enterprise,Others,credit,10.75,-8680.02,-8680.02,2022-08-29,1,0
43619,Enterprise,Others,credit,2010.25,0.0,0.0,2022-08-11,143,0
43623,Enterprise,Food & Beverage,credit,2.0,0.0,0.0,2022-08-11,1,0
43634,Enterprise,General Services,credit,0.01,0.0,0.0,2022-08-11,31,0
43639,Enterprise,Utilities,credit,4.0,0.0,0.0,2022-09-11,92,0
43645,Limited Liability,Agriculture,credit,3.0,0.0,0.0,2022-08-11,92,0
43653,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-09-06,92,0
43656,Enterprise,Fashion & Beauty,credit,2000.0,0.0,0.0,2022-08-17,137,0
43670,Enterprise,Others,credit,10.75,0.0,0.0,2022-08-24,90,0
43672,Enterprise,Leisure & Entertainment,credit,1.0,0.0,0.0,2022-08-12,122,0
43729,Sole Proprietorship,Travel & Hospitality,credit,500.0,0.0,0.0,2022-08-12,142,0
43752,Limited Liability,Digital Services,credit,12000.0,0.0,0.0,2022-08-11,143,0
43753,Enterprise,Food & Beverage,credit,2.0,0.0,0.0,2022-08-12,122,0
43791,Enterprise,Others,credit,1.0,0.0,0.0,2022-08-17,41,0
43813,Limited Liability,Technology,credit,4.0,0.0,0.0,2022-09-05,92,0
43825,Enterprise,Others,credit,1.0,0.0,0.0,2022-08-15,122,0
43826,Sole Proprietorship,Digital Services,credit,0.0,0.0,0.0,2022-08-18,2,0
43855,Limited Liability,Others,credit,3.0,0.0,0.0,2022-08-23,2,0
43932,Limited Liability,Agriculture,credit,10.75,0.0,0.0,2022-09-29,66,0
43938,Sole Proprietorship,Technology,credit,10.75,-118.89,-118.89,2022-09-07,1,0
43939,Enterprise,Food & Beverage,credit,2.0,0.0,0.0,2022-08-12,122,0
43962,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-09-14,89,0
43970,Enterprise,Technology,credit,10.75,0.0,0.0,2022-08-13,135,0
43992,Enterprise,Others,credit,14.0,0.0,0.0,2022-08-13,122,0
44008,Enterprise,Others,credit,1.0,0.0,0.0,2022-08-25,122,0
44010,Enterprise,Others,credit,2.0,0.0,0.0,2022-08-15,122,0
44031,Enterprise,Fashion & Beauty,credit,26.88,0.0,0.0,2022-09-26,4,0
44098,Enterprise,Leisure & Entertainment,credit,6.0,0.0,0.0,2022-11-04,31,0
44125,Enterprise,Household items,credit,1.0,0.0,0.0,2022-08-22,116,0
44128,Enterprise,Financial Services,credit,3.0,0.0,0.0,2022-08-17,122,0
44134,Sole Proprietorship,Technology,credit,26.88,0.0,0.0,2022-11-12,30,0
44261,Enterprise,Construction,credit,2.0,0.0,0.0,2022-08-18,122,0
44271,Enterprise,E-Commerce,credit,10.75,0.0,0.0,2022-08-26,124,0
44285,Enterprise,Others,credit,2.0,0.0,0.0,2022-08-18,122,0
44354,Limited Liability,Technology,credit,12000.0,0.0,0.0,2022-08-18,136,0
44412,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-09-02,92,0
44428,Enterprise,Construction,credit,2000.0,0.0,0.0,2022-09-13,110,0
44431,Enterprise,Auto Parts,credit,2500.0,0.0,0.0,2022-10-24,68,0
44435,Enterprise,General Services,credit,100.0,0.0,0.0,2022-10-27,66,0
44447,Limited Liability,Digital Services,credit,26.88,0.0,0.0,2022-08-31,4,0
44475,Enterprise,Others,credit,10.75,0.0,0.0,2022-09-16,31,0
44491,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-08-17,122,0
44499,Enterprise,Agriculture,credit,20.0,0.0,0.0,2022-11-04,58,0
44513,Enterprise,Construction,credit,10.75,0.0,0.0,2022-08-17,124,0
44517,Enterprise,Others,credit,2.0,0.0,0.0,2022-08-29,122,0
44521,Enterprise,Technology,credit,1.0,0.0,0.0,2022-08-20,122,0
44634,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-08-23,122,0
44636,Sole Proprietorship,Agriculture,credit,12000.0,0.0,0.0,2022-08-23,131,0
44656,Limited Liability,Construction,credit,5000.0,0.0,0.0,2022-08-24,130,0
44660,Enterprise,General Services,credit,2.0,0.0,0.0,2022-11-30,31,0
44683,Enterprise,Food & Beverage,credit,760.0,0.0,0.0,2022-09-13,110,0
44686,Enterprise,Hospitals & Health,credit,1.0,0.0,0.0,2022-09-13,92,0
44698,Enterprise,Food & Beverage,credit,1.0,0.0,0.0,2022-09-05,92,0
44712,Enterprise,Agriculture,credit,10.75,0.0,0.0,2022-08-22,73,0
44715,Enterprise,Fashion & Beauty,credit,3.0,0.0,0.0,2022-08-22,122,0
44792,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-09-04,31,0
44864,Enterprise,Others,credit,1000.0,0.0,0.0,2022-08-23,131,0
44896,Enterprise,Food & Beverage,credit,2.0,0.0,0.0,2022-08-31,92,0
44905,Enterprise,Others,credit,2.0,0.0,0.0,2022-08-24,122,0
44965,Sole Proprietorship,Technology,credit,10.75,0.0,0.0,2022-08-21,25,0
45064,Limited Liability,Technology,credit,10.75,-280.55,-280.55,2022-08-23,3,0
45112,Enterprise,Digital Services,credit,2.0,0.0,0.0,2022-08-27,122,0
45122,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-08-26,122,0
45140,Enterprise,Others,credit,3.0,0.0,0.0,2022-08-27,122,0
45235,Enterprise,General Services,credit,4.0,0.0,0.0,2022-09-13,61,0
45252,Limited Liability,Digital Services,credit,12000.0,0.0,0.0,2022-08-24,130,0
45315,Limited Liability,Press & Media,credit,10.75,0.0,0.0,2022-09-02,2,0
45332,Enterprise,Others,credit,6.0,0.0,0.0,2022-09-02,92,0
45394,Sole Proprietorship,Schools,credit,10.75,0.0,0.0,2022-08-27,1,0
45405,Sole Proprietorship,General Services,credit,12000.0,0.0,0.0,2022-08-31,123,0
45531,Limited Liability,Financial Services,credit,98.6,0.0,0.0,2022-09-07,21,0
45576,Enterprise,Agriculture,credit,2.0,0.0,0.0,2022-08-25,92,0
45593,Enterprise,Others,credit,1.0,0.0,0.0,2022-08-28,31,0
45595,Enterprise,Food & Beverage,credit,10.0,0.0,0.0,2022-09-10,61,0
45614,Enterprise,Others,credit,19.0,0.0,0.0,2022-08-25,92,0
45621,Enterprise,Technology,credit,4.0,0.0,0.0,2022-08-25,92,0
45640,Enterprise,Fashion & Beauty,credit,200.0,0.0,0.0,2022-09-12,111,0
45656,Enterprise,General Services,credit,5000.0,0.0,0.0,2022-10-15,78,0
45665,Enterprise,Technology,credit,1.0,0.0,0.0,2022-08-26,122,0
45685,Enterprise,Auto Parts,credit,4.0,0.0,0.0,2022-10-07,61,0
45700,Sole Proprietorship,Technology,credit,2.0,0.0,0.0,2022-11-03,1,0
45710,Limited Liability,Technology,credit,10.75,0.0,0.0,2022-08-24,10,0
45734,Enterprise,Electronics,credit,2.0,0.0,0.0,2022-08-25,122,0
45777,Limited Liability,E-Commerce,credit,12000.0,0.0,0.0,2022-09-05,118,0
45789,Enterprise,Technology,credit,6.0,0.0,0.0,2022-08-28,92,0
45805,Enterprise,Food & Beverage,credit,10.75,0.0,0.0,2022-08-27,31,0
45875,Limited Liability,Technology,credit,12000.0,0.0,0.0,2022-09-11,112,0
45888,Enterprise,Logistics,credit,10.0,0.0,0.0,2022-08-26,128,0
45958,Limited Liability,Financial Services,credit,26.88,0.0,0.0,2022-09-20,5,0
45977,Sole Proprietorship,Food & Beverage,credit,10.75,-258.7,-258.7,2022-08-25,1,0
45979,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-08-25,122,0
45987,Enterprise,General Services,credit,2.0,0.0,0.0,2022-09-07,61,0
46022,Sole Proprietorship,General Services,credit,50.0,0.0,0.0,2022-08-30,124,0
46041,Enterprise,General Services,credit,1.0,0.0,0.0,2022-08-25,122,0
46049,Enterprise,Hospitals & Health,credit,500.0,0.0,0.0,2022-12-27,5,0
46062,Sole Proprietorship,Press & Media,credit,10.75,0.0,0.0,2022-08-25,3,0
46089,Enterprise,Fashion & Beauty,credit,6.0,0.0,0.0,2022-10-12,3,0
46123,Enterprise,General Services,credit,2.0,0.0,0.0,2022-08-31,92,0
46130,Sole Proprietorship,Digital Services,credit,3.0,-18.9,-18.9,2022-09-05,31,0
46151,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-08-26,122,0
46156,Enterprise,Digital Services,credit,2.0,0.0,0.0,2022-08-26,122,0
46158,Limited Liability,Technology,credit,12000.0,0.0,0.0,2022-08-26,128,0
46167,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-08-26,119,0
46177,Enterprise,Electronics,credit,10.75,0.0,0.0,2022-08-26,92,0
46209,Enterprise,Others,credit,1.0,0.0,0.0,2022-09-22,92,0
46304,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-08-29,122,0
46309,Enterprise,General Services,credit,1.0,0.0,0.0,2022-09-01,61,0
46417,Limited Liability,Technology,credit,12000.0,0.0,0.0,2022-10-18,75,0
46422,Sole Proprietorship,Technology,credit,9.0,0.0,0.0,2022-09-04,73,0
46423,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-09-07,92,0
46425,Sole Proprietorship,Others,credit,26.88,-299.48,-299.48,2022-09-17,45,0
46456,Enterprise,Food & Beverage,credit,2.0,0.0,0.0,2022-08-29,92,0
46582,Enterprise,Logistics,credit,2100.0,0.0,0.0,2022-09-01,117,0
46588,Enterprise,Fashion & Beauty,credit,2500.0,0.0,0.0,2022-10-18,69,0
46591,Limited Liability,Digital Services,credit,26.88,0.0,0.0,2022-08-30,9,0
46623,Limited Liability,E-Commerce,credit,4825.0,0.0,0.0,2022-08-31,11,0
46640,Enterprise,Auto Parts,credit,3000.0,0.0,0.0,2022-10-27,65,0
46702,Enterprise,Fashion & Beauty,credit,3.0,0.0,0.0,2022-09-07,92,0
46714,Sole Proprietorship,Financial Services,credit,26.88,0.0,0.0,2022-10-24,31,0
46720,Enterprise,Agriculture,credit,2500.0,0.0,0.0,2022-10-25,67,0
46759,Enterprise,Leisure & Entertainment,credit,6.0,0.0,0.0,2022-09-03,92,0
46767,Limited Liability,Technology,credit,10.75,0.0,0.0,2022-09-01,1,0
46775,Enterprise,Food & Beverage,credit,2500.0,0.0,0.0,2022-10-26,66,0
46800,Sole Proprietorship,E-Commerce,credit,30.0,0.0,0.0,2022-09-01,122,0
46806,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-08-31,119,0
46857,Enterprise,General Services,credit,500.0,0.0,0.0,2022-09-20,103,0
46862,Enterprise,Electronics,credit,2500.0,0.0,0.0,2022-10-27,65,0
46895,Limited Liability,Technology,credit,12000.0,0.0,0.0,2022-09-01,122,0
46929,Enterprise,General Services,credit,9.95,0.0,0.0,2022-10-11,14,0
46965,Enterprise,E-Commerce,credit,10.75,-5.38,-5.38,2022-09-05,9,0
46976,Enterprise,Fashion & Beauty,credit,2080.0,0.0,0.0,2022-09-22,101,0
46978,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-09-08,92,0
46983,Limited Liability,E-Commerce,credit,10.75,0.0,0.0,2022-09-29,1,0
46989,Sole Proprietorship,Food & Beverage,credit,26.88,0.0,0.0,2022-09-07,31,0
46997,Enterprise,Technology,credit,2.0,0.0,0.0,2022-09-06,92,0
47024,Enterprise,Construction,credit,2.0,0.0,0.0,2022-09-06,92,0
47040,Enterprise,Others,credit,10.75,0.0,0.0,2022-09-06,97,0
47041,Enterprise,Food & Beverage,credit,2.0,0.0,0.0,2022-09-13,92,0
47058,Limited Liability,Technology,credit,10.75,0.0,0.0,2022-09-24,4,0
47062,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-09-06,92,0
47085,Limited Liability,Technology,credit,12000.0,0.0,0.0,2022-09-21,102,0
47096,Enterprise,Restaurant and Food,credit,10.75,-3.13,-3.13,2022-09-13,61,0
47098,Enterprise,Construction,credit,100.0,0.0,0.0,2022-09-10,113,0
47141,Enterprise,Restaurant and Food,credit,2000.0,0.0,0.0,2022-09-16,107,0
47142,Limited Liability,Agriculture,credit,10.75,-975.82,-975.82,2022-09-12,2,0
47166,Enterprise,Construction,credit,10.75,-649.93,-649.93,2022-09-21,19,0
47167,Enterprise,Digital Services,credit,2.0,0.0,0.0,2022-09-14,92,0
47171,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-09-10,61,0
47177,Limited Liability,Digital Services,credit,6000.0,0.0,0.0,2022-10-11,27,0
47184,Enterprise,Auto Parts,credit,0.01,0.0,0.0,2022-10-11,61,0
47187,Enterprise,Food & Beverage,credit,1.0,0.0,0.0,2022-09-11,92,0
47194,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-09-09,92,0
47236,Enterprise,Hospitals & Health,credit,1.0,0.0,0.0,2022-09-12,61,0
47238,Enterprise,General Services,credit,2.0,0.0,0.0,2022-09-25,92,0
47250,Enterprise,Agriculture,credit,2.0,0.0,0.0,2022-09-21,92,0
47251,Enterprise,Logistics,credit,1.0,0.0,0.0,2022-09-12,92,0
47252,Enterprise,Financial Services,credit,2.0,0.0,0.0,2022-09-24,92,0
47254,Sole Proprietorship,Technology,credit,11.0,0.0,0.0,2022-10-20,31,0
47256,Limited Liability,Hospitals & Health,credit,9.85,0.0,0.0,2022-12-20,12,0
47259,Enterprise,Digital Services,credit,2.0,0.0,0.0,2022-09-12,92,0
47260,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-09-14,92,0
47262,Limited Liability,Financial Services,credit,3.0,0.0,0.0,2022-09-17,61,0
47276,Enterprise,General Services,credit,2.0,0.0,0.0,2022-09-23,92,0
47283,Sole Proprietorship,Fashion & Beauty,credit,4.0,0.0,0.0,2022-09-22,61,0
47307,Enterprise,Electronics,credit,10.75,0.0,0.0,2022-09-14,31,0
47314,Limited Liability,Fashion & Beauty,credit,53.75,0.0,0.0,2022-12-31,1,0
47330,Limited Liability,Construction,credit,10.75,0.0,0.0,2022-09-24,2,0
47333,Enterprise,Food & Beverage,credit,0.01,0.0,0.0,2022-09-16,61,0
47337,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-09-13,92,0
47339,Enterprise,Construction,credit,2.0,0.0,0.0,2022-09-20,92,0
47345,Enterprise,Auto Parts,credit,1.0,0.0,0.0,2022-09-22,92,0
47347,Sole Proprietorship,Digital Services,credit,26.88,0.0,0.0,2022-09-22,1,0
47375,Limited Liability,Technology,credit,10.75,0.0,0.0,2022-09-24,1,0
47376,Enterprise,General Services,credit,22.0,0.0,0.0,2022-09-14,31,0
47399,Sole Proprietorship,General Services,credit,1000.0,0.0,0.0,2022-11-24,19,0
47409,Enterprise,Food & Beverage,credit,10.75,0.0,0.0,2022-09-18,61,0
47421,Enterprise,Food & Beverage,credit,7.0,0.0,0.0,2022-09-15,61,0
47423,Enterprise,Furniture,credit,2.0,0.0,0.0,2022-09-24,92,0
47424,Limited Liability,Financial Services,credit,26.88,0.0,0.0,2022-10-11,11,0
47433,Enterprise,Others,credit,1.0,0.0,0.0,2022-09-15,92,0
47439,Sole Proprietorship,General Services,credit,10.75,0.0,0.0,2022-09-30,21,0
47452,Sole Proprietorship,Others,credit,10.75,0.0,0.0,2022-11-30,3,0
47457,Enterprise,Food & Beverage,credit,10.75,0.0,0.0,2022-09-15,1,0
47458,Enterprise,General Services,credit,2.0,0.0,0.0,2022-09-23,92,0
47461,Enterprise,Food & Beverage,credit,2.0,0.0,0.0,2022-09-23,92,0
47552,Enterprise,General Services,credit,3.0,0.0,0.0,2022-09-19,25,0
47568,Enterprise,Others,credit,10.75,0.0,0.0,2022-10-04,61,0
47589,Enterprise,Construction,credit,1.0,0.0,0.0,2022-09-21,92,0
47620,Limited Liability,Others,credit,0.0,0.0,0.0,2022-09-17,1,0
47628,Enterprise,Digital Services,credit,2.0,0.0,0.0,2022-09-28,92,0
47659,Sole Proprietorship,Fashion & Beauty,credit,10.75,0.0,0.0,2022-09-20,67,0
47689,Sole Proprietorship,General Services,credit,1.0,0.0,0.0,2022-09-23,92,0
47764,Enterprise,Fashion & Beauty,credit,3.0,0.0,0.0,2022-09-22,61,0
47768,Enterprise,Electronics,credit,10.75,0.0,0.0,2022-10-25,7,0
47776,Limited Liability,Technology,credit,10.75,-391.13,-391.13,2022-09-22,8,0
47795,Limited Liability,Technology,credit,26.88,0.0,0.0,2022-10-18,31,0
47805,Limited Liability,Technology,credit,12000.0,0.0,0.0,2022-09-20,102,0
47850,Enterprise,Agriculture,credit,1.0,0.0,0.0,2022-09-21,92,0
47881,Limited Liability,Financial Services,credit,26.88,0.0,0.0,2022-11-05,4,0
47904,Sole Proprietorship,Digital Services,credit,10.75,0.0,0.0,2022-09-21,61,0
47905,Sole Proprietorship,Digital Services,credit,26.88,0.0,0.0,2022-11-04,2,0
47909,Limited Liability,E-Commerce,credit,53.75,0.0,0.0,2022-09-28,31,0
47935,Partnership,E-Commerce,credit,10.75,0.0,0.0,2022-09-20,1,0
47939,Limited Liability,Technology,credit,10.75,0.0,0.0,2022-11-03,2,0
47961,Sole Proprietorship,Press & Media,credit,10.75,0.0,0.0,2022-09-23,5,0
47978,Enterprise,Food & Beverage,credit,2.0,0.0,0.0,2022-09-27,61,0
47995,Enterprise,Food & Beverage,credit,10.75,0.0,0.0,2022-11-26,1,0
48004,Enterprise,Construction,credit,3.0,0.0,0.0,2022-10-04,31,0
48007,Partnership,Restaurant and Food,credit,1.0,0.0,0.0,2022-09-27,3,0
48039,Enterprise,General Services,credit,100.0,0.0,0.0,2022-11-13,49,0
48053,Sole Proprietorship,Food & Beverage,credit,10.0,0.0,0.0,2022-09-26,92,0
48116,Sole Proprietorship,Fashion & Beauty,credit,10.75,0.0,0.0,2022-10-01,61,0
48119,Limited Liability,E-Commerce,credit,26.88,0.0,0.0,2022-09-22,1,0
48126,Enterprise,Food & Beverage,credit,1.0,0.0,0.0,2022-09-22,92,0
48195,Enterprise,Others,credit,2.0,0.0,0.0,2022-09-24,92,0
48200,Enterprise,Restaurant and Food,credit,1.0,0.0,0.0,2022-10-06,61,0
48295,Enterprise,Digital Services,credit,2.0,0.0,0.0,2022-10-11,61,0
48324,Enterprise,Others,credit,2.0,0.0,0.0,2022-10-06,61,0
48373,Partnership,Technology,credit,10.75,0.0,0.0,2022-09-26,1,0
48382,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-09-27,95,0
